Theta,Alpha,Low_beta,High_beta,Gamma
31.82136549,24.1876985,9.771851604,12.06513129,24.79566596
32.83742825,27.75116376,12.2184056,12.90708413,24.95593163
48.66593241,26.18658058,10.47191294,12.17572481,23.4068657
43.2601147,30.83375313,18.81073826,13.95509731,26.96051299
89.14616485,29.77206939,10.11408803,9.76751551,57.90724105
31.82136549,24.1876985,9.771851604,12.06513129,24.79566596
6.66027475,2.280570278,2.986761798,10.09654631,26.90980698
3.577748119,2.522440511,1.531890017,10.39944509,13.63085585
6.713897111,4.416939955,2.480265611,9.705894007,27.58978116
10.81573107,8.035920134,6.903625144,16.36270506,53.06983294
7.176818495,2.841538389,3.081226252,10.28268566,26.78117307
6.66027475,2.280570278,2.986761798,10.09654631,26.90980698
3.577748119,2.522440511,1.531890017,10.39944509,13.63085585
6.713897111,4.416939955,2.480265611,9.705894007,27.58978116
10.81573107,8.035920134,6.903625144,16.36270506,53.06983294
7.176818495,2.841538389,3.081226252,10.28268566,26.78117307
6.66027475,2.280570278,2.986761798,10.09654631,26.90980698
3.577748119,2.522440511,1.531890017,10.39944509,13.63085585
6.713897111,4.416939955,2.480265611,9.705894007,27.58978116
10.81573107,8.035920134,6.903625144,16.36270506,53.06983294
7.176818495,2.841538389,3.081226252,10.28268566,26.78117307
6.66027475,2.280570278,2.986761798,10.09654631,26.90980698
3.577748119,2.522440511,1.531890017,10.39944509,13.63085585
6.713897111,4.416939955,2.480265611,9.705894007,27.58978116
10.81573107,8.035920134,6.903625144,16.36270506,53.06983294
7.176818495,2.841538389,3.081226252,10.28268566,26.78117307
6.66027475,2.280570278,2.986761798,10.09654631,26.90980698
3.577748119,2.522440511,1.531890017,10.39944509,13.63085585
6.713897111,4.416939955,2.480265611,9.705894007,27.58978116
10.81573107,8.035920134,6.903625144,16.36270506,53.06983294
7.176818495,2.841538389,3.081226252,10.28268566,26.78117307
4.024724602,2.715245404,4.620013594,19.76639291,19.84753875
2.582736361,2.913727466,1.270733154,16.32756343,14.41129468
7.209110333,4.045363255,2.467355169,18.23256009,23.66805128
6.269716607,8.854790656,5.76745083,33.70936084,35.04586797
4.739153184,3.654960606,4.468863105,20.08298103,19.65304702
4.024724602,2.715245404,4.620013594,19.76639291,19.84753875
2.582736361,2.913727466,1.270733154,16.32756343,14.41129468
7.209110333,4.045363255,2.467355169,18.23256009,23.66805128
6.269716607,8.854790656,5.76745083,33.70936084,35.04586797
4.739153184,3.654960606,4.468863105,20.08298103,19.65304702
4.024724602,2.715245404,4.620013594,19.76639291,19.84753875
2.582736361,2.913727466,1.270733154,16.32756343,14.41129468
7.209110333,4.045363255,2.467355169,18.23256009,23.66805128
6.269716607,8.854790656,5.76745083,33.70936084,35.04586797
4.739153184,3.654960606,4.468863105,20.08298103,19.65304702
4.024724602,2.715245404,4.620013594,19.76639291,19.84753875
2.582736361,2.913727466,1.270733154,16.32756343,14.41129468
7.209110333,4.045363255,2.467355169,18.23256009,23.66805128
6.269716607,8.854790656,5.76745083,33.70936084,35.04586797
4.739153184,3.654960606,4.468863105,20.08298103,19.65304702
4.024724602,2.715245404,4.620013594,19.76639291,19.84753875
2.582736361,2.913727466,1.270733154,16.32756343,14.41129468
7.209110333,4.045363255,2.467355169,18.23256009,23.66805128
6.269716607,8.854790656,5.76745083,33.70936084,35.04586797
4.739153184,3.654960606,4.468863105,20.08298103,19.65304702
7.76129885,6.258622462,3.104521584,19.19360633,17.16167556
6.628711254,3.051537352,1.385178737,20.42966445,20.21545752
9.382134725,4.598014333,2.136645456,17.68862899,19.91744005
10.28596161,14.18021704,5.091350313,34.91778791,39.20126956
8.468110857,6.887071178,3.06565838,19.47788662,16.94039487
7.76129885,6.258622462,3.104521584,19.19360633,17.16167556
6.628711254,3.051537352,1.385178737,20.42966445,20.21545752
9.382134725,4.598014333,2.136645456,17.68862899,19.91744005
10.28596161,14.18021704,5.091350313,34.91778791,39.20126956
8.468110857,6.887071178,3.06565838,19.47788662,16.94039487
7.76129885,6.258622462,3.104521584,19.19360633,17.16167556
6.628711254,3.051537352,1.385178737,20.42966445,20.21545752
9.382134725,4.598014333,2.136645456,17.68862899,19.91744005
10.28596161,14.18021704,5.091350313,34.91778791,39.20126956
8.468110857,6.887071178,3.06565838,19.47788662,16.94039487
7.76129885,6.258622462,3.104521584,19.19360633,17.16167556
6.628711254,3.051537352,1.385178737,20.42966445,20.21545752
9.382134725,4.598014333,2.136645456,17.68862899,19.91744005
10.28596161,14.18021704,5.091350313,34.91778791,39.20126956
8.468110857,6.887071178,3.06565838,19.47788662,16.94039487
7.76129885,6.258622462,3.104521584,19.19360633,17.16167556
6.628711254,3.051537352,1.385178737,20.42966445,20.21545752
9.382134725,4.598014333,2.136645456,17.68862899,19.91744005
10.28596161,14.18021704,5.091350313,34.91778791,39.20126956
8.468110857,6.887071178,3.06565838,19.47788662,16.94039487
21.44172782,9.001401346,3.947168961,16.70890838,19.93185881
15.08609367,4.275130649,2.112336087,11.66724639,18.56086864
13.76436566,7.285131899,2.626879015,15.29396383,22.64952469
21.57468379,16.21426078,3.98574761,29.17989248,47.23764826
20.83825915,9.849250754,3.77558642,16.50717165,20.19179215
21.44172782,9.001401346,3.947168961,16.70890838,19.93185881
15.08609367,4.275130649,2.112336087,11.66724639,18.56086864
13.76436566,7.285131899,2.626879015,15.29396383,22.64952469
21.57468379,16.21426078,3.98574761,29.17989248,47.23764826
20.83825915,9.849250754,3.77558642,16.50717165,20.19179215
21.44172782,9.001401346,3.947168961,16.70890838,19.93185881
15.08609367,4.275130649,2.112336087,11.66724639,18.56086864
13.76436566,7.285131899,2.626879015,15.29396383,22.64952469
21.57468379,16.21426078,3.98574761,29.17989248,47.23764826
20.83825915,9.849250754,3.77558642,16.50717165,20.19179215
21.44172782,9.001401346,3.947168961,16.70890838,19.93185881
15.08609367,4.275130649,2.112336087,11.66724639,18.56086864
13.76436566,7.285131899,2.626879015,15.29396383,22.64952469
21.57468379,16.21426078,3.98574761,29.17989248,47.23764826
20.83825915,9.849250754,3.77558642,16.50717165,20.19179215
